project_id,project_name,sector,ministry,implementing_agency,contractor_name,state,original_cost_crore,revised_cost_crore,cost_overrun_pct,has_cost_overrun,start_date,planned_duration_months,actual_duration_months,planned_completion_date,expected_actual_completion_date,delay_months,is_delayed,physical_progress_pct,expenditure_pct,expenditure_crore,fund_utilization_pct,milestones_total,milestones_completed,delay_reasons,status,risk_score,risk_label
PRJ01817,Arunachal Pradesh Power Infra Development Phase-24,Power,Ministry of Power,IFFCO,Larsen & Toubro Infra,Arunachal Pradesh,1538.86,1095.47,0.0,False,2022-11-15,60,60,2027-10-20,2027-10-20,0,False,70.9,83.4,913.68,59.4,6,4,None,On Track,7.4,Low
PRJ01818,Arunachal Pradesh Power Infra Development Phase-25,Power,Ministry of Power,RVNL,Larsen & Toubro Infra,Arunachal Pradesh,1040.81,755.24,0.0,False,2021-02-12,60,60,2026-01-17,2026-01-17,0,False,97.9,58.6,442.59,42.5,6,6,None,On Track,8.2,Low
PRJ01819,Arunachal Pradesh Telecommunications Infra Development Phase-26,Telecommunications,Ministry of Communications,AAI,Sadbhav Engineering,Arunachal Pradesh,1440.76,1613.67,12.0,True,2017-07-28,48,65,2021-07-07,2022-11-29,17,True,78.6,62.4,1007.61,69.9,10,8,Price escalation of raw materials; Funding constraints,Delayed,19.9,Low
PRJ01820,Arunachal Pradesh Irrigation Infra Development Phase-27,Irrigation,Ministry of Jal Shakti,NTPC,Shapoorji Pallonji Infra,Arunachal Pradesh,2692.64,1861.04,0.0,False,2020-10-16,36,36,2023-10-01,2023-10-01,0,False,100.0,41.9,780.61,29.0,6,6,None,Completed,0.4,Low
PRJ01821,Arunachal Pradesh Postal Infrastructure Infra Development Phase-28,Postal Infrastructure,Ministry of Communications,NTPC,Tata Projects,Arunachal Pradesh,1256.27,4887.02,289.01,True,2020-04-03,48,78,2024-03-13,2026-08-30,30,True,67.4,18.3,896.7,71.4,8,5,Rehabilitation & resettlement issues; Contractual issues,Delayed,100.0,High
PRJ01822,Nagaland Renewable Energy Infra Development Phase-1,Renewable Energy,Ministry of New & Renewable Energy,NHAI,Dilip Buildcon Ltd,Nagaland,1562.38,2141.6,37.07,True,2021-06-01,48,95,2025-05-11,2029-03-21,47,True,45.6,4.2,90.38,5.8,6,3,Forest/environment clearance delay; COVID-19 related disruption,Delayed,75.2,High
PRJ01823,Nagaland Urban Development Infra Development Phase-2,Urban Development,Ministry of Housing & Urban Affairs,Deendayal Port Trust,Larsen & Toubro Infra,Nagaland,1146.38,1818.46,58.63,True,2022-06-23,36,41,2025-06-07,2025-11-04,5,True,82.2,9.5,172.4,15.0,4,3,Land acquisition delay; Rehabilitation & resettlement issues,Delayed,55.0,High
PRJ01824,Nagaland Urban Development Infra Development Phase-3,Urban Development,Ministry of Housing & Urban Affairs,IRCTC,Larsen & Toubro Infra,Nagaland,470.89,1346.36,185.92,True,2020-05-07,48,58,2024-04-16,2025-02-10,10,True,84.6,8.3,111.31,23.6,8,7,Land acquisition delay,Delayed,100.0,High
PRJ01825,Nagaland Irrigation Infra Development Phase-4,Irrigation,Ministry of Jal Shakti,GAIL,Larsen & Toubro Infra,Nagaland,540.33,946.45,75.16,True,2021-07-05,36,59,2024-06-19,2026-05-10,23,True,83.2,100.0,1177.33,100.0,8,7,Change in project scope,Delayed,65.1,High
PRJ01826,Nagaland Water Supply & Sanitation Infra Development Phase-5,Water Supply & Sanitation,Ministry of Jal Shakti,BSNL,Larsen & Toubro Infra,Nagaland,1327.63,1635.3,23.17,True,2019-03-21,36,57,2022-03-05,2023-11-25,21,True,76.9,20.3,332.36,25.0,4,3,Poor contractor mobilization,Delayed,37.7,Medium
PRJ01827,Nagaland Inland Waterways Infra Development Phase-6,Inland Waterways,"Ministry of Ports, Shipping & Waterways",BSNL,HCC (Hindustan Construction),Nagaland,1652.38,1719.2,4.04,True,2017-01-29,72,123,2022-12-29,2027-03-08,51,True,67.2,52.1,896.54,54.3,6,4,Shortage of skilled manpower; Monsoon/weather delays,Delayed,50.7,High
PRJ01828,Nagaland Water Resources Infra Development Phase-7,Water Resources,Ministry of Jal Shakti,AAI,Larsen & Toubro Infra,Nagaland,1372.21,3513.27,156.03,True,2020-05-10,24,39,2022-04-30,2023-07-24,15,True,79.5,8.3,290.47,21.2,8,6,Law and order problems; Delay in tendering/equipment supply,Delayed,100.0,High
PRJ01829,Nagaland Coal Infra Development Phase-8,Coal,Ministry of Coal,NTPC,Larsen & Toubro Infra,Nagaland,1360.91,1961.01,44.1,True,2021-12-02,72,117,2027-11-01,2031-07-13,45,True,35.3,30.5,598.38,44.0,10,4,Contractual issues,Delayed,77.2,High
PRJ01830,Nagaland Irrigation Infra Development Phase-9,Irrigation,Ministry of Jal Shakti,State PWD,GMR Infrastructure,Nagaland,1780.55,1431.2,0.0,False,2017-01-24,48,78,2021-01-03,2023-06-22,30,True,78.2,59.5,851.26,47.8,8,6,Change in project scope,Delayed,31.4,Medium
PRJ01831,Nagaland Renewable Energy Infra Development Phase-10,Renewable Energy,Ministry of New & Renewable Energy,RITES,Tata Projects,Nagaland,1139.28,2104.87,84.75,True,2017-06-14,36,60,2020-05-29,2022-05-19,24,True,93.0,22.6,476.75,41.8,6,6,Poor contractor mobilization; Court cases/litigation,Delayed,80.0,High
PRJ01832,Nagaland Mining Infra Development Phase-11,Mining,Ministry of Mines,IRCON,Shapoorji Pallonji Infra,Nagaland,603.44,2244.03,271.87,True,2018-10-19,72,91,2024-09-17,2026-04-10,19,True,85.0,31.8,713.61,100.0,6,5,Delay in tendering/equipment supply; Forest/environment clearance delay,Delayed,100.0,High
PRJ01833,Nagaland Water Supply & Sanitation Infra Development Phase-12,Water Supply & Sanitation,Ministry of Jal Shakti,BSNL,Dilip Buildcon Ltd,Nagaland,2781.84,2131.89,0.0,False,2022-07-23,48,80,2026-07-02,2029-02-16,32,True,44.7,29.2,623.07,22.4,6,3,Price escalation of raw materials; Delay in tendering/equipment supply,Delayed,31.8,Medium
PRJ01834,Nagaland Water Resources Infra Development Phase-13,Water Resources,Ministry of Jal Shakti,PowerGrid,Shapoorji Pallonji Infra,Nagaland,772.98,391.68,0.0,False,2018-03-26,72,72,2024-02-23,2024-02-23,0,False,100.0,100.0,1077.23,100.0,4,4,None,Completed,0.0,Low
PRJ01835,Nagaland Roads & Highways Infra Development Phase-14,Roads & Highways,Ministry of Road Transport & Highways,PowerGrid,Afcons Infrastructure,Nagaland,654.74,909.53,38.91,True,2018-09-30,60,100,2023-09-04,2026-12-17,40,True,85.2,100.0,920.03,100.0,8,7,Shortage of skilled manpower,Delayed,63.2,High
PRJ01836,Nagaland Railways Infra Development Phase-15,Railways,Ministry of Railways,IFFCO,Sadbhav Engineering,Nagaland,457.09,1149.71,151.53,True,2020-11-02,96,116,2028-09-21,2030-05-14,20,True,46.8,45.6,524.11,100.0,10,5,Poor contractor mobilization,Delayed,100.0,High
PRJ01837,Nagaland Housing Infra Development Phase-16,Housing,Ministry of Housing & Urban Affairs,RITES,Larsen & Toubro Infra,Nagaland,1634.67,1593.18,0.0,False,2020-03-01,72,72,2026-01-29,2026-01-29,0,False,100.0,46.2,736.26,45.0,10,10,None,Completed,0.0,Low
PRJ01838,Nagaland Ports & Shipping Infra Development Phase-17,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",State PWD,Larsen & Toubro Infra,Nagaland,739.73,551.08,0.0,False,2019-10-12,60,92,2024-09-15,2027-05-03,32,True,80.5,44.3,244.39,33.0,12,10,Law and order problems,Delayed,29.3,Medium
PRJ01839,Nagaland Petroleum & Natural Gas Infra Development Phase-18,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,NBCC,Afcons Infrastructure,Nagaland,2577.03,1852.59,0.0,False,2018-04-17,48,48,2022-03-27,2022-03-27,0,False,87.2,15.7,290.15,11.3,8,7,None,On Track,0.8,Low
PRJ01840,Nagaland Petroleum & Natural Gas Infra Development Phase-19,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,IFFCO,Shapoorji Pallonji Infra,Nagaland,810.84,1060.06,30.74,True,2021-10-24,48,85,2025-10-03,2028-10-17,37,True,51.0,69.6,737.96,91.0,6,3,Change in project scope; Court cases/litigation,Delayed,53.6,High
PRJ01841,Nagaland Telecommunications Infra Development Phase-20,Telecommunications,Ministry of Communications,Deendayal Port Trust,Larsen & Toubro Infra,Nagaland,477.12,1360.96,185.24,True,2019-01-13,24,74,2021-01-02,2025-02-10,50,True,82.7,69.3,943.61,100.0,6,5,Shortage of skilled manpower,Delayed,100.0,High
PRJ01842,Nagaland Inland Waterways Infra Development Phase-21,Inland Waterways,"Ministry of Ports, Shipping & Waterways",PowerGrid,Tata Projects,Nagaland,951.51,997.1,4.79,True,2021-07-02,96,106,2029-05-21,2030-03-17,10,True,47.8,47.7,475.93,50.0,4,2,Geological surprises; COVID-19 related disruption,Delayed,19.4,Low
PRJ01843,Nagaland Civil Aviation Infra Development Phase-22,Civil Aviation,Ministry of Civil Aviation,State PWD,Larsen & Toubro Infra,Nagaland,1206.84,965.35,0.0,False,2017-03-14,60,67,2022-02-16,2022-09-14,7,True,85.8,73.5,709.89,58.8,12,10,Funding constraints,Delayed,14.3,Low
PRJ01844,Nagaland Railways Infra Development Phase-23,Railways,Ministry of Railways,SAIL,GMR Infrastructure,Nagaland,843.42,373.25,0.0,False,2021-07-27,48,48,2025-07-06,2025-07-06,0,False,94.9,100.0,490.16,58.1,12,11,None,On Track,1.2,Low
PRJ01845,Nagaland Steel Infra Development Phase-24,Steel,Ministry of Steel,ABC Infrastructure Ltd.,Larsen & Toubro Infra,Nagaland,1048.02,1847.75,76.31,True,2019-08-06,48,63,2023-07-16,2024-10-08,15,True,79.3,61.5,1136.89,100.0,6,5,Poor contractor mobilization; Shortage of skilled manpower,Delayed,63.9,High
PRJ01846,Nagaland Railways Infra Development Phase-25,Railways,Ministry of Railways,HUDCO,Afcons Infrastructure,Nagaland,1805.69,502.05,0.0,False,2021-10-16,84,84,2028-09-09,2028-09-09,0,False,63.3,100.0,1021.66,56.6,4,3,None,On Track,3.0,Low
PRJ01847,Mizoram Steel Infra Development Phase-1,Steel,Ministry of Steel,NTPC,Afcons Infrastructure,Mizoram,1145.9,802.47,0.0,False,2020-01-08,72,72,2025-12-07,2025-12-07,0,False,93.3,33.1,265.81,23.2,8,7,None,On Track,5.2,Low
PRJ01848,Mizoram Coal Infra Development Phase-2,Coal,Ministry of Coal,AAI,Dilip Buildcon Ltd,Mizoram,415.97,252.17,0.0,False,2021-09-09,60,100,2026-08-14,2029-11-26,40,True,47.4,100.0,1013.55,100.0,6,3,Forest/environment clearance delay; Funding constraints,Delayed,36.4,Medium
PRJ01849,Mizoram Railways Infra Development Phase-3,Railways,Ministry of Railways,NHAI,Afcons Infrastructure,Mizoram,2113.19,1202.84,0.0,False,2017-08-02,24,24,2019-07-23,2019-07-23,0,False,100.0,42.4,510.44,24.2,8,8,None,Completed,2.8,Low
PRJ01850,Mizoram Renewable Energy Infra Development Phase-4,Renewable Energy,Ministry of New & Renewable Energy,RITES,NCC Limited,Mizoram,757.98,2232.62,194.55,True,2022-04-18,96,123,2030-03-07,2032-05-25,27,True,36.2,6.1,136.9,18.1,8,3,Poor contractor mobilization,Delayed,100.0,High
PRJ01851,Mizoram Power Infra Development Phase-5,Power,Ministry of Power,NBCC,Larsen & Toubro Infra,Mizoram,1533.15,1081.64,0.0,False,2022-07-06,84,84,2029-05-30,2029-05-30,0,False,51.1,35.4,382.84,25.0,8,4,None,On Track,8.6,Low
PRJ01852,Mizoram Mining Infra Development Phase-6,Mining,Ministry of Mines,RITES,KNR Constructions,Mizoram,1810.1,1463.87,0.0,False,2018-04-02,36,82,2021-03-17,2024-12-26,46,True,81.0,80.2,1174.21,64.9,4,3,Contractual issues,Delayed,33.2,Medium
PRJ01853,Mizoram Mining Infra Development Phase-7,Mining,Ministry of Mines,AAI,Shapoorji Pallonji Infra,Mizoram,955.17,1089.81,14.1,True,2021-01-20,72,91,2026-12-20,2028-07-12,19,True,63.7,89.4,974.05,100.0,12,8,Shortage of skilled manpower; Utility shifting delay,Delayed,31.4,Medium
PRJ01854,Mizoram Coal Infra Development Phase-8,Coal,Ministry of Coal,ONGC,Larsen & Toubro Infra,Mizoram,2454.94,1088.54,0.0,False,2021-04-23,48,48,2025-04-02,2025-04-02,0,False,100.0,52.1,567.62,23.1,4,4,None,Completed,0.0,Low
PRJ01855,Mizoram Inland Waterways Infra Development Phase-9,Inland Waterways,"Ministry of Ports, Shipping & Waterways",PowerGrid,GMR Infrastructure,Mizoram,378.02,2199.39,481.82,True,2018-05-08,48,64,2022-04-17,2023-08-10,16,True,93.0,18.1,399.16,100.0,4,4,Geological surprises,Delayed,100.0,High
PRJ01856,Mizoram Urban Development Infra Development Phase-10,Urban Development,Ministry of Housing & Urban Affairs,NTPC,Afcons Infrastructure,Mizoram,379.06,879.85,132.11,True,2017-11-03,60,86,2022-10-08,2024-11-26,26,True,82.1,94.7,832.85,100.0,12,10,Rehabilitation & resettlement issues; Court cases/litigation,Delayed,100.0,High
PRJ01857,Mizoram Housing Infra Development Phase-11,Housing,Ministry of Housing & Urban Affairs,ONGC,Shapoorji Pallonji Infra,Mizoram,377.94,293.13,0.0,False,2022-12-26,84,84,2029-11-19,2029-11-19,0,False,43.6,100.0,557.86,100.0,6,3,None,On Track,5.8,Low
PRJ01858,Mizoram Railways Infra Development Phase-12,Railways,Ministry of Railways,PowerGrid,Shapoorji Pallonji Infra,Mizoram,320.59,1962.04,512.01,True,2019-02-25,60,99,2024-01-30,2027-04-14,39,True,66.5,33.8,663.12,100.0,10,7,Court cases/litigation; COVID-19 related disruption,Delayed,100.0,High
PRJ01859,Mizoram Irrigation Infra Development Phase-13,Irrigation,Ministry of Jal Shakti,State Irrigation Dept,Simplex Infrastructures,Mizoram,994.75,4220.77,324.3,True,2018-04-26,84,134,2025-03-20,2029-04-28,50,True,68.0,19.7,830.36,83.5,10,7,Monsoon/weather delays,Delayed,100.0,High
PRJ01860,Mizoram Water Supply & Sanitation Infra Development Phase-14,Water Supply & Sanitation,Ministry of Jal Shakti,HUDCO,GR Infraprojects,Mizoram,1198.93,1151.39,0.0,False,2022-08-26,60,110,2027-07-31,2031-09-08,50,True,29.9,86.6,996.79,83.1,4,1,Delay in tendering/equipment supply,Delayed,48.2,Medium
PRJ01861,Mizoram Civil Aviation Infra Development Phase-15,Civil Aviation,Ministry of Civil Aviation,RITES,Afcons Infrastructure,Mizoram,1081.39,826.55,0.0,False,2017-07-06,72,108,2023-06-05,2026-05-20,36,True,90.9,21.9,180.96,16.7,12,11,Geological surprises,Delayed,29.3,Medium
PRJ01862,Mizoram Water Resources Infra Development Phase-16,Water Resources,Ministry of Jal Shakti,BSNL,Larsen & Toubro Infra,Mizoram,762.5,1392.45,82.62,True,2022-12-21,48,54,2026-11-30,2027-05-29,6,True,59.2,15.3,212.89,27.9,12,7,Law and order problems,Delayed,73.3,High
PRJ01863,Mizoram Urban Development Infra Development Phase-17,Urban Development,Ministry of Housing & Urban Affairs,HUDCO,Larsen & Toubro Infra,Mizoram,2770.33,738.87,0.0,False,2021-04-23,36,36,2024-04-07,2024-04-07,0,False,100.0,25.1,185.1,6.7,12,12,None,Completed,4.8,Low
PRJ01864,Mizoram Water Resources Infra Development Phase-18,Water Resources,Ministry of Jal Shakti,SAIL,Gammon India,Mizoram,1048.18,3075.53,193.42,True,2020-01-18,60,106,2024-12-22,2028-10-02,46,True,52.5,22.5,692.63,66.1,6,3,Land acquisition delay,Delayed,100.0,High
PRJ01865,Mizoram Power Infra Development Phase-19,Power,Ministry of Power,IWAI,Patel Engineering,Mizoram,718.68,1431.06,99.12,True,2019-06-12,60,67,2024-05-16,2024-12-12,7,True,72.7,97.7,1398.8,100.0,12,9,COVID-19 related disruption,Delayed,74.1,High
PRJ01866,Mizoram Telecommunications Infra Development Phase-20,Telecommunications,Ministry of Communications,ABC Infrastructure Ltd.,Afcons Infrastructure,Mizoram,285.71,726.75,154.37,True,2022-11-21,96,145,2030-10-10,2034-10-19,49,True,19.9,44.8,325.65,100.0,8,2,Shortage of skilled manpower; Contractual issues,Delayed,100.0,High
PRJ01867,Mizoram Coal Infra Development Phase-21,Coal,Ministry of Coal,NHPC,Larsen & Toubro Infra,Mizoram,1674.08,1834.81,9.6,True,2018-05-03,60,101,2023-04-07,2026-08-19,41,True,89.3,27.7,508.99,30.4,6,5,Forest/environment clearance delay,Delayed,42.5,Medium
PRJ01868,Mizoram Postal Infrastructure Infra Development Phase-22,Postal Infrastructure,Ministry of Communications,Coal India Ltd,Shapoorji Pallonji Infra,Mizoram,2826.6,1662.47,0.0,False,2020-04-10,48,48,2024-03-20,2024-03-20,0,False,93.1,35.9,596.96,21.1,4,4,None,On Track,10.3,Low
PRJ01869,Meghalaya Fertilizers Infra Development Phase-1,Fertilizers,Ministry of Chemicals & Fertilizers,PowerGrid,Larsen & Toubro Infra,Meghalaya,1532.38,1893.96,23.6,True,2020-02-12,84,116,2027-01-06,2029-08-23,32,True,56.3,15.0,283.74,18.5,6,3,Forest/environment clearance delay; Utility shifting delay,Delayed,57.7,High
PRJ01870,Meghalaya Petroleum & Natural Gas Infra Development Phase-2,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,ONGC,GR Infraprojects,Meghalaya,2412.67,2078.78,0.0,False,2022-12-30,72,114,2028-11-28,2032-05-11,42,True,26.7,14.4,299.32,12.4,4,1,Court cases/litigation,Delayed,38.9,Medium
PRJ01871,Meghalaya Fertilizers Infra Development Phase-3,Fertilizers,Ministry of Chemicals & Fertilizers,Deendayal Port Trust,Afcons Infrastructure,Meghalaya,2458.14,719.42,0.0,False,2021-02-20,60,83,2026-01-25,2027-12-16,23,True,70.8,100.0,1105.8,45.0,8,6,Delay in tendering/equipment supply,Delayed,24.3,Low
PRJ01872,Meghalaya Civil Aviation Infra Development Phase-4,Civil Aviation,Ministry of Civil Aviation,State PWD,Afcons Infrastructure,Meghalaya,231.84,1756.9,657.81,True,2020-04-22,36,86,2023-04-07,2027-05-16,50,True,74.8,46.1,810.11,100.0,8,6,Land acquisition delay,Delayed,100.0,High
PRJ01873,Meghalaya Irrigation Infra Development Phase-5,Irrigation,Ministry of Jal Shakti,Coal India Ltd,Dilip Buildcon Ltd,Meghalaya,1735.68,1678.55,0.0,False,2020-02-20,36,36,2023-02-04,2023-02-04,0,False,90.6,26.9,451.84,26.0,6,5,None,On Track,5.6,Low
PRJ01874,Meghalaya Coal Infra Development Phase-6,Coal,Ministry of Coal,NHAI,Shapoorji Pallonji Infra,Meghalaya,656.96,2144.33,226.4,True,2018-03-12,96,146,2026-01-29,2030-03-09,50,True,63.4,18.4,393.65,59.9,10,6,Geological surprises; Poor contractor mobilization,Delayed,100.0,High
PRJ01875,Meghalaya Urban Development Infra Development Phase-7,Urban Development,Ministry of Housing & Urban Affairs,Coal India Ltd,Tata Projects,Meghalaya,1523.74,920.62,0.0,False,2020-08-21,96,96,2028-07-10,2028-07-10,0,False,64.1,100.0,1035.76,68.0,8,5,None,On Track,12.8,Low
PRJ01876,Meghalaya Renewable Energy Infra Development Phase-8,Renewable Energy,Ministry of New & Renewable Energy,IWAI,NCC Limited,Meghalaya,343.18,1388.04,304.46,True,2021-06-08,24,28,2023-05-29,2023-09-26,4,True,79.9,13.5,187.22,54.6,6,5,Shortage of skilled manpower; Court cases/litigation,Delayed,100.0,High
PRJ01877,Meghalaya Water Supply & Sanitation Infra Development Phase-9,Water Supply & Sanitation,Ministry of Jal Shakti,AAI,Simplex Infrastructures,Meghalaya,1233.37,1321.42,7.14,True,2018-08-31,48,98,2022-08-10,2026-09-18,50,True,80.8,26.5,350.72,28.4,10,8,Monsoon/weather delays,Delayed,46.5,Medium
PRJ01878,Meghalaya Power Infra Development Phase-10,Power,Ministry of Power,State Irrigation Dept,Larsen & Toubro Infra,Meghalaya,848.57,819.7,0.0,False,2019-01-28,24,24,2021-01-17,2021-01-17,0,False,86.4,59.8,490.38,57.8,6,5,None,On Track,9.5,Low
PRJ01879,Meghalaya Renewable Energy Infra Development Phase-11,Renewable Energy,Ministry of New & Renewable Energy,IWAI,GR Infraprojects,Meghalaya,2245.47,1642.88,0.0,False,2022-07-03,36,72,2025-06-17,2028-06-01,36,True,45.3,39.0,640.91,28.5,6,3,Land acquisition delay; Contractual issues,Delayed,38.9,Medium
PRJ01880,Meghalaya Power Infra Development Phase-12,Power,Ministry of Power,GAIL,J Kumar Infraprojects,Meghalaya,555.66,1749.72,214.89,True,2021-06-03,84,119,2028-04-27,2031-03-13,35,True,35.3,14.5,253.7,45.7,12,4,Funding constraints,Delayed,100.0,High
PRJ01881,Meghalaya Civil Aviation Infra Development Phase-13,Civil Aviation,Ministry of Civil Aviation,RVNL,Gammon India,Meghalaya,1113.34,708.78,0.0,False,2021-10-13,96,141,2029-09-01,2033-05-13,45,True,28.1,54.5,386.55,34.7,6,2,Price escalation of raw materials; Forest/environment clearance delay,Delayed,53.4,High
PRJ01882,Meghalaya Telecommunications Infra Development Phase-14,Telecommunications,Ministry of Communications,PowerGrid,Larsen & Toubro Infra,Meghalaya,469.07,2409.79,413.74,True,2017-02-18,24,74,2019-02-08,2023-03-19,50,True,70.5,17.1,411.38,87.7,12,8,Price escalation of raw materials,Delayed,100.0,High
PRJ01883,Meghalaya Water Resources Infra Development Phase-15,Water Resources,Ministry of Jal Shakti,NHAI,J Kumar Infraprojects,Meghalaya,408.17,1449.94,255.23,True,2018-03-27,36,81,2021-03-11,2024-11-20,45,True,94.0,97.8,1418.72,100.0,4,4,Contractual issues,Delayed,100.0,High
PRJ01884,Meghalaya Petroleum & Natural Gas Infra Development Phase-16,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,RVNL,Shapoorji Pallonji Infra,Meghalaya,1790.39,472.39,0.0,False,2020-01-02,36,36,2022-12-17,2022-12-17,0,False,88.8,100.0,846.66,47.3,6,5,None,On Track,6.7,Low
PRJ01885,Meghalaya Fertilizers Infra Development Phase-17,Fertilizers,Ministry of Chemicals & Fertilizers,Deendayal Port Trust,Shapoorji Pallonji Infra,Meghalaya,960.16,649.57,0.0,False,2017-02-25,36,59,2020-02-10,2021-12-31,23,True,82.9,100.0,1282.67,100.0,4,3,Utility shifting delay,Delayed,23.6,Low
PRJ01886,Meghalaya Ports & Shipping Infra Development Phase-18,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",ONGC,Reliance Infrastructure,Meghalaya,1916.82,1681.57,0.0,False,2018-07-25,36,36,2021-07-09,2021-07-09,0,False,100.0,19.4,326.14,17.0,10,10,None,Completed,7.5,Low
PRJ01887,Meghalaya Healthcare Infrastructure Infra Development Phase-19,Healthcare Infrastructure,Ministry of Health & Family Welfare,State Irrigation Dept,Larsen & Toubro Infra,Meghalaya,640.47,1765.11,175.6,True,2018-10-31,48,53,2022-10-10,2023-03-09,5,True,88.4,51.5,909.33,100.0,8,7,Monsoon/weather delays; Funding constraints,Delayed,100.0,High
PRJ01888,Meghalaya Petroleum & Natural Gas Infra Development Phase-20,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,IRCON,Larsen & Toubro Infra,Meghalaya,1069.71,2381.99,122.68,True,2020-01-01,60,82,2024-12-05,2026-09-26,22,True,73.2,26.4,629.1,58.8,12,9,Land acquisition delay,Delayed,100.0,High
PRJ01889,Sikkim Railways Infra Development Phase-1,Railways,Ministry of Railways,NTPC,Afcons Infrastructure,Sikkim,1635.26,312.43,0.0,False,2020-04-30,48,48,2024-04-09,2024-04-09,0,False,96.8,100.0,422.72,25.9,4,4,None,On Track,3.8,Low
PRJ01890,Sikkim Telecommunications Infra Development Phase-2,Telecommunications,Ministry of Communications,State PWD,Ashoka Buildcon,Sikkim,419.42,2377.47,466.85,True,2018-08-04,36,44,2021-07-19,2022-03-16,8,True,89.7,5.3,125.16,29.8,4,4,Land acquisition delay,Delayed,100.0,High
PRJ01891,Sikkim Petroleum & Natural Gas Infra Development Phase-3,Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,State PWD,Shapoorji Pallonji Infra,Sikkim,1171.46,605.83,0.0,False,2021-04-28,48,48,2025-04-07,2025-04-07,0,False,100.0,100.0,716.13,61.1,6,6,None,Completed,2.3,Low
PRJ01892,Sikkim Irrigation Infra Development Phase-4,Irrigation,Ministry of Jal Shakti,NMDC,GMR Infrastructure,Sikkim,773.45,1019.98,31.87,True,2020-03-20,24,36,2022-03-10,2023-03-05,12,True,79.9,32.2,328.68,42.5,6,5,Change in project scope; Shortage of skilled manpower,Delayed,33.9,Medium
PRJ01893,Sikkim Power Infra Development Phase-5,Power,Ministry of Power,NTPC,Shapoorji Pallonji Infra,Sikkim,905.07,859.84,0.0,False,2019-07-09,60,72,2024-06-12,2025-06-07,12,True,72.6,100.0,957.34,100.0,4,3,Court cases/litigation; Forest/environment clearance delay,Delayed,8.6,Low
PRJ01894,Sikkim Education Infrastructure Infra Development Phase-6,Education Infrastructure,Ministry of Education,IRCTC,Larsen & Toubro Infra,Sikkim,1615.47,1099.89,0.0,False,2018-04-30,36,36,2021-04-14,2021-04-14,0,False,90.9,31.2,342.7,21.2,8,7,None,On Track,5.4,Low
PRJ01895,Sikkim Ports & Shipping Infra Development Phase-7,Ports & Shipping,"Ministry of Ports, Shipping & Waterways",IRCON,Larsen & Toubro Infra,Sikkim,871.78,510.74,0.0,False,2018-09-11,72,72,2024-08-10,2024-08-10,0,False,88.9,68.4,349.26,40.1,6,5,None,On Track,3.2,Low
PRJ01896,Sikkim Water Supply & Sanitation Infra Development Phase-8,Water Supply & Sanitation,Ministry of Jal Shakti,HUDCO,GR Infraprojects,Sikkim,1188.71,1230.51,3.52,True,2020-10-03,48,71,2024-09-12,2026-08-03,23,True,66.6,24.9,306.15,25.8,12,8,Poor contractor mobilization,Delayed,28.3,Medium
PRJ01897,Sikkim Civil Aviation Infra Development Phase-9,Civil Aviation,Ministry of Civil Aviation,IFFCO,Shapoorji Pallonji Infra,Sikkim,1317.78,896.5,0.0,False,2020-05-20,60,60,2025-04-24,2025-04-24,0,False,100.0,72.5,649.97,49.3,12,12,None,Completed,0.0,Low
PRJ01898,Sikkim Steel Infra Development Phase-10,Steel,Ministry of Steel,AAI,Larsen & Toubro Infra,Sikkim,871.42,1493.82,71.42,True,2018-03-02,60,110,2023-02-04,2027-03-15,50,True,68.5,10.8,160.75,18.4,8,5,Court cases/litigation; COVID-19 related disruption,Delayed,99.3,High
PRJ01899,Sikkim Coal Infra Development Phase-11,Coal,Ministry of Coal,ABC Infrastructure Ltd.,Larsen & Toubro Infra,Sikkim,1426.51,1899.45,33.15,True,2017-11-09,48,63,2021-10-19,2023-01-12,15,True,72.7,14.9,283.17,19.9,4,3,Contractual issues,Delayed,46.9,Medium
PRJ01900,Sikkim Mining Infra Development Phase-12,Mining,Ministry of Mines,PowerGrid,GMR Infrastructure,Sikkim,1676.11,826.71,0.0,False,2021-05-19,72,88,2027-04-18,2028-08-10,16,True,57.6,100.0,971.56,58.0,10,6,Funding constraints; Forest/environment clearance delay,Delayed,20.9,Low
PRJ01901,Sikkim Healthcare Infrastructure Infra Development Phase-13,Healthcare Infrastructure,Ministry of Health & Family Welfare,State PWD,GR Infraprojects,Sikkim,1603.88,3879.27,141.87,True,2020-02-15,36,73,2023-01-30,2026-02-13,37,True,86.3,10.1,392.01,24.4,6,5,Utility shifting delay,Delayed,100.0,High
PRJ01902,Sikkim Civil Aviation Infra Development Phase-14,Civil Aviation,Ministry of Civil Aviation,GAIL,IRB Infrastructure,Sikkim,1698.4,820.44,0.0,False,2021-04-27,96,96,2029-03-16,2029-03-16,0,False,63.9,84.4,692.29,40.8,8,5,None,On Track,6.8,Low
